K,N,Method,RMSE,Time,d
100,128,Crude MC,0.3790900142598591,0.005793390274047852,512
100,128,Plain RQMC,0.15570426773187984,0.06478363513946533,512
100,128,Pre-Int (z1),0.13067897625370126,0.1427665901184082,512
100,128,Pre-Int (AS),0.002462249193046923,0.1547197914123535,512
100,256,Crude MC,0.30721776234017123,0.01261817455291748,512
100,256,Plain RQMC,0.09165240024379365,0.07289207935333251,512
100,256,Pre-Int (z1),0.10284699298719403,0.2184821605682373,512
100,256,Pre-Int (AS),0.0018598028151928358,0.2415839195251465,512
100,512,Crude MC,0.18052878387560106,0.022612652778625487,512
100,512,Plain RQMC,0.060106686981299166,0.08818315982818603,512
100,512,Pre-Int (z1),0.04810124798058025,0.32418643951416015,512
100,512,Pre-Int (AS),0.0014707924014381649,0.35299756526947024,512
100,1024,Crude MC,0.1305642259746931,0.0444008207321167,512
100,1024,Plain RQMC,0.029756210290602065,0.1313076400756836,512
100,1024,Pre-Int (z1),0.031645932838554235,0.5496143770217895,512
100,1024,Pre-Int (AS),0.0007910920158989494,0.5946034955978393,512
100,2048,Crude MC,0.11912950611593755,0.08404027938842773,512
100,2048,Plain RQMC,0.020142102120011413,0.19012295246124267,512
100,2048,Pre-Int (z1),0.016716066738399833,0.9690807914733887,512
100,2048,Pre-Int (AS),0.00045224607182090107,1.0712565851211548,512
100,4096,Crude MC,0.07507105624798346,0.17484987735748292,512
100,4096,Plain RQMC,0.011771779674824925,0.301313099861145,512
100,4096,Pre-Int (z1),0.011337416667277587,1.7780967044830323,512
100,4096,Pre-Int (AS),inf,1.9981249237060548,512
100,8192,Crude MC,0.05451536947966483,0.30464864253997803,512
100,8192,Plain RQMC,0.007828074435665277,0.5034883213043213,512
100,8192,Pre-Int (z1),0.007414216760039685,3.407710256576538,512
100,8192,Pre-Int (AS),0.00010750437275845386,3.849158272743225,512
120,128,Crude MC,0.03191396326902756,0.004471282958984375,512
120,128,MC + ODIS,0.002834545638163804,0.004790754318237305,512
120,128,Plain RQMC,0.033833787333608915,0.05953256130218506,512
120,128,RQMC + ODIS,0.002527733289173483,0.06087336540222168,512
120,128,Pre-Int (AS),5.6548017828618845e-05,0.15231621742248536,512
120,128,Pre-Int (AS) + ODIS,5.113307273388441e-05,0.1542976665496826,512
120,256,Crude MC,0.023989202378049256,0.011239089965820313,512
120,256,MC + ODIS,0.0020692353555686236,0.012954354286193848,512
120,256,Plain RQMC,0.025590264354480977,0.06930599689483642,512
120,256,RQMC + ODIS,0.0017368790940257318,0.07992056369781494,512
120,256,Pre-Int (AS),3.363164377514407e-05,0.23364995002746583,512
120,256,Pre-Int (AS) + ODIS,3.545201939161344e-05,0.2325817823410034,512
120,512,Crude MC,0.013532574633654522,0.02396658420562744,512
120,512,MC + ODIS,0.0012575209923752283,0.024996819496154784,512
120,512,Plain RQMC,0.013898582542355771,0.08881917476654053,512
120,512,RQMC + ODIS,0.0012458341477654348,0.09163877964019776,512
120,512,Pre-Int (AS),2.481433761962941e-05,0.3593506622314453,512
120,512,Pre-Int (AS) + ODIS,2.2402644946799295e-05,0.35609544277191163,512
120,1024,Crude MC,0.009332247063337485,0.044239954948425295,512
120,1024,MC + ODIS,0.0008945914874975749,0.05021178245544434,512
120,1024,Plain RQMC,0.009690031479814521,0.12329528331756592,512
120,1024,RQMC + ODIS,0.0007395046206020462,0.13509835720062255,512
120,1024,Pre-Int (AS),1.0744501584024334e-05,0.5989120101928711,512
120,1024,Pre-Int (AS) + ODIS,1.6966918818282427e-05,0.6023257112503052,512
120,2048,Crude MC,0.007829230875205333,0.08400456428527832,512
120,2048,MC + ODIS,0.0006047626856763257,0.09495010375976562,512
120,2048,Plain RQMC,0.007056379579375136,0.18941483974456788,512
120,2048,RQMC + ODIS,0.0005168259449377037,0.20248775959014892,512
120,2048,Pre-Int (AS),5.975613412306142e-06,1.1056712436676026,512
120,2048,Pre-Int (AS) + ODIS,,1.1293476057052612,512
120,4096,Crude MC,0.005725994558258588,0.17746867656707763,512
120,4096,MC + ODIS,0.0004279247857428552,0.18739781856536866,512
120,4096,Plain RQMC,0.004511887494431651,0.3090916442871094,512
120,4096,RQMC + ODIS,0.00036584326662839045,0.318714919090271,512
120,4096,Pre-Int (AS),5.174724181036945e-06,2.0162276887893675,512
120,4096,Pre-Int (AS) + ODIS,4.355660809518416e-06,2.0549338388442995,512
120,8192,Crude MC,0.0037673659924088937,0.302249584197998,512
120,8192,MC + ODIS,0.00027049877807185986,0.32878711700439456,512
120,8192,Plain RQMC,,0.49956363677978516,512
120,8192,RQMC + ODIS,0.0002447156984115018,0.5289074563980103,512
120,8192,Pre-Int (AS),2.3287894133351024e-06,3.9109438180923464,512
120,8192,Pre-Int (AS) + ODIS,2.2654193466050094e-06,3.955025038719177,512
