K,N,Method,RMSE,Time,d
100,128,Crude MC,0.39891939880632193,0.0021064043045043944,256
100,128,Plain RQMC,0.1098011116713096,0.02214799404144287,256
100,128,Pre-Int (z1),0.11592864460101583,0.0870275592803955,256
100,128,Pre-Int (AS),0.0030355365728692986,0.09514354705810547,256
100,256,Crude MC,0.3001889070657922,0.0038240957260131836,256
100,256,Plain RQMC,0.06939854531289648,0.0308284854888916,256
100,256,Pre-Int (z1),0.07996375719996382,0.1574863338470459,256
100,256,Pre-Int (AS),0.0014279335420513246,0.17956557750701904,256
100,512,Crude MC,0.21365514639890432,0.010131425857543945,256
100,512,Plain RQMC,0.029023022247026527,0.040758767127990723,256
100,512,Pre-Int (z1),0.04706840326584988,0.26003145217895507,256
100,512,Pre-Int (AS),0.0009241308431519449,0.28161853790283203,256
100,1024,Crude MC,0.15445025222562822,0.01848626136779785,256
100,1024,Plain RQMC,0.03059413494635622,0.054136834144592284,256
100,1024,Pre-Int (z1),0.027598138573880292,0.4368304681777954,256
100,1024,Pre-Int (AS),0.0006497379777784811,0.4784434413909912,256
100,2048,Crude MC,0.11115123215827305,0.03679139614105224,256
100,2048,Plain RQMC,0.017105734286959676,0.08690610408782959,256
100,2048,Pre-Int (z1),0.018691084182916203,0.7938979101181031,256
100,2048,Pre-Int (AS),0.0002945398811443417,0.8698773336410522,256
100,4096,Crude MC,0.059218024589122405,0.07403926849365235,256
100,4096,Plain RQMC,0.009600674859176437,0.15344007492065428,256
100,4096,Pre-Int (z1),0.009231552105406736,1.4929393672943114,256
100,4096,Pre-Int (AS),0.00014884812599421382,1.658911075592041,256
100,8192,Crude MC,0.05023427325767446,0.1407258129119873,256
100,8192,Plain RQMC,0.007008048142924414,0.25661625862121584,256
100,8192,Pre-Int (z1),0.0065152120669895765,2.851322011947632,256
100,8192,Pre-Int (AS),8.29384289382095e-05,3.15427677154541,256
120,128,Crude MC,0.024031050975529083,0.001690850257873535,256
120,128,MC + ODIS,0.0023843746121177513,0.0016469001770019532,256
120,128,Plain RQMC,0.021237333158326887,0.02258340358734131,256
120,128,RQMC + ODIS,0.0022491781874096712,0.02442491054534912,256
120,128,Pre-Int (AS),5.2324562370005065e-05,0.10302158355712891,256
120,128,Pre-Int (AS) + ODIS,4.7910373906401894e-05,0.09724135398864746,256
120,256,Crude MC,0.02281538055993223,0.0038128948211669923,256
120,256,MC + ODIS,0.001812494986303129,0.004402275085449219,256
120,256,Plain RQMC,0.020566589672618506,0.029454402923583985,256
120,256,RQMC + ODIS,0.0016259016611221077,0.031982321739196774,256
120,256,Pre-Int (AS),2.6015143977518022e-05,0.17380005836486817,256
120,256,Pre-Int (AS) + ODIS,2.5617828950508315e-05,0.16795846939086914,256
120,512,Crude MC,0.017263603559413674,0.00982872486114502,256
120,512,MC + ODIS,0.0013678362450004159,0.010207099914550781,256
120,512,Plain RQMC,0.013348857818131025,0.039760041236877444,256
120,512,RQMC + ODIS,0.0012242664178531645,0.04251932144165039,256
120,512,Pre-Int (AS),1.6479429661981245e-05,0.2844793081283569,256
120,512,Pre-Int (AS) + ODIS,1.676963662760272e-05,0.2864174127578735,256
120,1024,Crude MC,0.011586990906721351,0.01936060905456543,256
120,1024,MC + ODIS,0.0009208627104424366,0.02154728412628174,256
120,1024,Plain RQMC,0.007872846820856304,0.05602501392364502,256
120,1024,RQMC + ODIS,0.0008019347090215721,0.05911436080932617,256
120,1024,Pre-Int (AS),1.048377911954698e-05,0.48939579010009765,256
120,1024,Pre-Int (AS) + ODIS,8.476537793064936e-06,0.4774914264678955,256
120,2048,Crude MC,0.007922904258977856,0.03563470363616943,256
120,2048,MC + ODIS,0.0007066496717782545,0.04233071327209473,256
120,2048,Plain RQMC,0.007185607623069628,0.08476248264312744,256
120,2048,RQMC + ODIS,0.00048565040002556114,0.09042176246643066,256
120,2048,Pre-Int (AS),5.713870304269398e-06,0.8647296190261841,256
120,2048,Pre-Int (AS) + ODIS,5.0227732834443105e-06,0.8747410297393798,256
120,4096,Crude MC,0.005913743219899446,0.0717750597000122,256
120,4096,MC + ODIS,0.0004571838610955769,0.08005869865417481,256
120,4096,Plain RQMC,0.003850739481666719,0.1469796419143677,256
120,4096,RQMC + ODIS,0.0003873717615559121,0.15402082443237305,256
120,4096,Pre-Int (AS),2.3708379787093614e-06,1.6574506425857545,256
120,4096,Pre-Int (AS) + ODIS,2.5647201592953085e-06,1.658378200531006,256
120,8192,Crude MC,0.004009016691771612,0.13988794803619384,256
120,8192,MC + ODIS,0.00024595639717678633,0.15767600536346435,256
120,8192,Plain RQMC,0.0039681000559567605,0.25133452892303465,256
120,8192,RQMC + ODIS,0.0002594387324323947,0.2659353256225586,256
120,8192,Pre-Int (AS),1.5041859867713968e-06,3.1914743614196777,256
120,8192,Pre-Int (AS) + ODIS,1.169053521855733e-06,3.198704481124878,256
